College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Salary
CLG0001,101,7.15,7.55,4,Yes,4,1,0,No,589152.3176111722
CLG0091,111,6.66,6.95,7,Yes,1,6,2,No,551815.554103159
CLG0037,82,9.42,9.25,4,No,1,2,4,No,639534.3401252656
CLG0086,101,8.94,8.62,10,No,10,2,4,No,627784.5431212065
CLG0019,103,8.13,7.91,4,No,3,8,0,No,593980.9555220144
CLG0077,89,6.69,6.52,2,No,2,6,0,No,518477.1907487508
CLG0037,91,8.5,8.56,5,No,6,6,3,No,599008.389655828
CLG0056,103,9.22,8.77,8,No,6,6,1,No,635983.8579129308
CLG0067,82,7.97,8.38,4,Yes,1,9,0,No,582621.364164628
CLG0091,105,8.92,8.52,2,Yes,4,3,0,No,641237.6507614927
CLG0035,86,8.75,8.53,9,No,4,2,3,No,607382.6673194814
CLG0073,115,7.86,7.47,6,No,7,5,0,No,604112.8755281505
CLG0084,135,6.56,6.32,3,Yes,7,6,5,No,591786.3569730896
CLG0026,87,8.73,9.07,10,No,10,9,3,Yes,621804.5224906706
CLG0046,108,6.03,6.15,5,Yes,3,9,5,No,536234.235794592
CLG0035,89,8.9,8.63,6,No,9,2,0,No,599511.1915235921
CLG0085,115,9.02,9.39,9,Yes,0,9,2,Yes,698690.9980133839
CLG0096,81,9.11,9.41,5,No,5,9,0,No,643624.2969168529
CLG0022,107,7.36,7.61,9,Yes,6,6,1,No,589825.3933525525
CLG0014,86,5.96,6.31,1,No,0,1,4,No,486410.91725928086
CLG0029,96,5.5,5.62,10,Yes,7,8,3,No,467911.87637964496
CLG0058,84,8.72,8.72,4,No,8,8,1,No,590249.66903432
CLG0031,112,9.43,9.3,1,No,7,8,5,Yes,691749.9331381548
CLG0017,87,8.25,7.97,2,Yes,2,8,3,No,573036.3614970602
CLG0023,108,5.72,5.78,2,Yes,8,10,1,No,498928.24805556115
CLG0059,94,9.67,10.06,10,No,9,5,3,No,689274.3862980618
CLG0036,98,9.95,10.04,5,Yes,2,2,5,No,719231.0272704744
CLG0089,102,7.17,7.59,1,No,3,9,3,No,565659.5455608267
CLG0082,88,7.97,7.83,10,Yes,5,6,5,No,562860.5145959212
CLG0059,103,8.89,9.09,3,Yes,6,3,4,No,673067.1691548143
CLG0080,122,8.68,8.83,6,Yes,7,1,0,No,686588.4396946699
CLG0002,88,9.84,10.01,1,Yes,6,5,3,No,681082.6823343778
CLG0090,117,5.57,5.72,1,No,2,4,3,No,507046.9903591238
CLG0098,122,7.9,7.62,3,No,10,4,5,No,618981.1802004621
CLG0012,87,8.46,8.1,9,No,10,9,4,Yes,569201.9162120332
CLG0010,78,9.45,9.93,2,No,1,6,5,No,651053.9823771605
CLG0093,104,9.37,8.92,6,Yes,10,8,5,Yes,656177.0581333098
CLG0002,91,9.89,9.86,3,No,1,9,3,Yes,671359.3025752574
CLG0016,128,7.56,7.49,6,Yes,8,1,3,No,650000.9332939396
CLG0036,100,9.15,9.01,7,Yes,6,7,2,No,640038.9344452735
CLG0049,87,7.14,7.42,7,Yes,6,7,2,No,554983.8926360799
CLG0036,82,7.11,7.36,2,No,4,9,5,No,524964.3997381635
CLG0086,116,6.27,6.68,3,No,5,1,2,No,567539.6812448263
CLG0006,91,9.09,8.99,4,No,6,2,4,No,640087.0125220461
CLG0099,100,9.93,9.99,8,No,8,6,5,No,697334.0709637457
CLG0095,114,6.28,6.67,5,No,9,4,3,No,564933.5469338092
CLG0002,92,5.28,5.77,1,No,3,5,4,No,468804.6032511986
CLG0099,99,9.08,9.55,9,Yes,5,5,5,No,670219.551413572
CLG0028,99,8.1,8.32,1,Yes,0,10,4,Yes,590027.991798828
CLG0007,110,9.8,9.44,2,No,6,1,1,No,698358.1424549497
CLG0021,108,6.26,5.78,7,No,3,1,0,No,502312.63709561503
CLG0062,96,5.36,5.69,3,Yes,1,7,1,No,466829.517858057
CLG0089,100,7.46,7.8,6,Yes,3,3,5,No,581173.8461280577
CLG0082,94,5.43,5.68,8,Yes,7,5,5,No,458631.8817494775
CLG0041,77,6.31,6.09,5,No,1,8,5,No,449657.2578598926
CLG0043,103,5.63,5.77,1,No,0,5,0,No,503702.20384595665
CLG0077,128,6.12,5.94,10,No,0,10,1,No,560526.2819243774
CLG0008,86,5.53,5.48,3,No,6,9,3,No,423538.1526616559
CLG0014,88,9.77,9.65,2,Yes,6,4,4,No,658680.4631931214
CLG0081,86,6.39,6.8,6,No,3,7,1,No,506378.5033562368
CLG0077,110,7.22,6.95,5,No,4,8,1,No,568023.3384013207
CLG0011,106,9.49,9.57,7,Yes,4,7,3,No,684031.8574316492
CLG0010,97,8.39,8.25,2,No,6,4,4,No,611912.9014308121
CLG0081,86,8.09,8.25,6,No,2,8,0,No,600533.9185914065
CLG0029,101,8.53,8.59,5,No,4,10,1,No,650506.7396439413
CLG0055,76,9.14,9.56,6,No,6,10,0,No,627976.1084376706
CLG0002,102,9.39,8.99,5,Yes,10,10,2,Yes,649174.4810910731
CLG0001,113,8.21,7.93,7,No,6,4,5,No,630734.6138291775
CLG0047,81,9.45,9.72,5,Yes,8,10,1,No,651850.5185592497
CLG0091,77,7.68,7.55,7,Yes,3,8,4,No,530763.7693076509
CLG0083,123,6.39,6.06,1,No,0,8,2,Yes,552634.4761941311
CLG0018,90,9.4,9.4,9,Yes,4,4,2,No,648709.8283114586
CLG0035,117,7.71,7.86,6,Yes,10,5,1,No,636411.4956107897
CLG0073,97,9.53,9.07,9,No,3,5,1,No,651271.7019179723
CLG0062,97,5.2,4.99,1,No,2,5,5,No,451777.22668879665
CLG0025,106,6.99,7.3,2,Yes,6,3,2,No,572647.1257408276
CLG0086,86,9.74,9.76,7,Yes,8,2,1,No,676454.3363287959
CLG0077,101,6.25,5.79,4,No,3,1,5,No,496105.28569539025
CLG0029,94,9.71,9.49,10,No,5,3,4,No,670210.9379645746
CLG0086,80,9.77,9.91,1,Yes,0,9,4,Yes,668485.1886290251
CLG0080,105,9.41,9.11,5,Yes,0,7,2,No,658605.9744872254
CLG0019,96,7.82,8.15,4,Yes,2,2,1,No,593860.7515507479
CLG0072,97,8.23,8.41,6,Yes,4,8,5,Yes,625112.4811130894
CLG0076,81,9.35,9.32,7,Yes,5,8,5,Yes,620914.3624217424
CLG0066,123,8.88,9.3,3,No,8,7,2,Yes,725787.8763398867
CLG0069,113,8.15,8.04,6,No,8,6,4,Yes,628464.498330303
CLG0078,114,9.91,9.65,2,No,9,2,1,No,708647.4915448605
CLG0080,95,8.43,8.59,10,Yes,10,4,5,No,618122.6606463654
CLG0098,74,9.88,9.95,4,Yes,0,1,4,No,637352.3897421473
CLG0010,129,5.29,5.13,10,Yes,1,7,5,No,527344.747677801
CLG0072,99,5.69,5.53,9,Yes,10,2,1,No,486832.3995696483
CLG0025,88,7.26,7.16,7,No,7,6,3,No,538666.1398936345
CLG0027,106,6.92,6.71,2,No,4,9,4,No,546555.0254960961
CLG0061,117,8.91,9.12,6,No,2,5,0,No,691098.1498274658
CLG0010,99,5.8,5.95,4,Yes,8,5,5,No,500380.72702698654
CLG0036,119,9.88,9.82,8,No,1,4,5,Yes,717122.6347217858
CLG0039,116,6.58,6.48,8,No,6,1,1,No,556878.0622640965
CLG0007,83,7.14,7.01,1,No,9,4,3,No,512050.86493252043
CLG0015,89,6.37,6.15,8,No,7,9,3,No,477340.93603144813
CLG0013,114,7.9,7.49,10,Yes,1,9,3,Yes,603233.5920500734
CLG0033,59,5.29,5.06,7,Yes,0,7,4,No,371372.969131848
CLG0099,97,5.75,5.57,1,No,2,4,5,No,471492.9131966189
CLG0066,78,8.73,8.78,3,No,7,9,0,No,592128.7724130653
CLG0011,92,5.93,6.2,5,No,3,5,3,No,483095.890852621
CLG0021,95,6.18,6.08,3,No,4,10,5,No,491272.15158956207
CLG0078,94,8.96,9.4,3,No,8,2,2,No,645819.9059558439
CLG0089,91,5.47,5.8,1,Yes,3,9,1,No,467057.21655220713
CLG0023,83,7.19,7.67,8,Yes,8,6,1,No,555149.34249711
CLG0044,134,5.12,5.5,9,Yes,5,5,5,No,531453.4622088714
CLG0065,128,6.73,6.85,5,Yes,6,10,0,No,586850.2719739386
CLG0070,82,8.49,8.59,1,Yes,7,8,5,Yes,597858.9437699344
CLG0036,123,5.45,5.08,1,Yes,9,2,0,No,508646.96540584293
CLG0062,94,9.44,9.66,9,Yes,9,5,4,No,659012.0206920432
CLG0082,101,9.55,9.65,1,Yes,0,10,2,Yes,696595.218697499
CLG0042,99,5.52,5.53,9,Yes,8,8,1,No,492930.49571332656
CLG0069,90,9.95,10.14,3,No,1,4,3,No,690284.3251112639
CLG0052,114,6.49,6.43,3,No,2,10,3,Yes,556556.585732774
CLG0001,101,5.42,5.44,4,No,0,10,1,No,478667.2364905306
CLG0030,92,5.03,4.93,5,No,9,9,2,No,442144.69509321835
CLG0001,80,7.04,7.26,6,No,10,7,2,No,523864.7996258873
CLG0048,86,8.15,8.53,6,No,2,7,5,No,590823.3766332034
CLG0014,75,6.66,7.0,10,No,1,9,3,No,497030.653024191
CLG0092,100,9.18,9.47,9,No,6,3,1,No,674730.8634884716
CLG0031,82,8.58,8.09,1,No,6,3,3,No,559939.6659739097
CLG0062,96,6.75,7.16,9,No,5,10,4,No,503731.9538192678
CLG0087,120,8.67,8.44,4,Yes,9,7,1,No,658501.401158099
CLG0031,117,9.7,10.09,7,No,10,2,2,Yes,742538.4520452273
CLG0007,99,5.47,5.17,6,No,3,10,3,No,460695.37893801776
CLG0020,98,6.53,6.47,9,No,2,3,0,No,534717.0711044065
CLG0084,128,7.32,7.57,2,No,6,6,0,No,635620.1793674035
CLG0031,107,7.49,7.63,2,No,10,9,4,No,596207.6190395529
CLG0009,95,7.71,7.63,7,No,2,4,0,No,573375.418146941
CLG0011,78,6.5,6.68,9,No,8,5,4,No,503769.68169252586
CLG0006,105,8.34,8.39,5,No,9,6,4,No,639076.6320354231
CLG0043,112,8.23,8.01,7,No,7,3,2,Yes,636094.2327310365
CLG0059,90,7.89,8.04,8,Yes,6,2,2,No,589962.3156002644
CLG0018,104,5.57,5.27,8,Yes,1,4,1,No,472922.9219333642
CLG0029,94,7.38,7.57,4,No,9,6,3,No,568190.8360653243
CLG0001,97,6.78,6.28,10,No,2,4,5,No,503822.7908594684
CLG0044,62,7.46,7.51,7,Yes,7,8,0,No,506287.16148499824
CLG0033,96,9.61,9.51,1,Yes,10,9,3,Yes,655701.8299760859
CLG0067,114,7.4,7.2,4,No,2,8,3,Yes,584731.1209398356
CLG0038,90,5.07,5.09,5,No,7,7,4,No,455031.6873075455
CLG0041,100,7.19,7.34,10,Yes,3,2,0,No,555235.7624730779
CLG0016,88,9.1,9.57,7,Yes,4,10,2,Yes,644148.2131785612
CLG0038,105,8.9,9.23,6,No,8,2,3,No,672609.3724991798
CLG0063,96,7.57,7.79,4,No,10,10,4,No,572674.7750576762
CLG0099,85,6.25,6.23,3,No,9,5,2,No,465185.81189371576
CLG0090,119,7.33,7.22,6,Yes,1,4,4,No,609511.7152640307
CLG0100,113,7.82,7.35,10,No,2,4,3,No,589156.9404314362
CLG0085,90,10.0,9.86,5,No,0,4,5,No,668574.4833435984
CLG0100,107,8.22,8.57,3,No,7,7,3,No,642863.6939812698
CLG0083,108,8.47,8.35,4,No,10,3,3,No,620790.7066159997
CLG0009,109,7.46,7.42,2,Yes,8,2,0,No,591463.1952330311
CLG0027,74,6.77,6.54,9,Yes,9,5,0,No,465537.44071899686
CLG0031,115,9.06,8.83,7,No,8,6,5,Yes,678893.5379938482
CLG0015,91,7.47,7.03,10,Yes,2,8,3,No,528299.7847997558
CLG0096,94,9.97,10.08,3,No,4,3,0,No,708011.2404629278
CLG0029,139,7.29,7.24,8,No,8,4,4,No,643545.6510023903
CLG0009,104,5.34,5.45,8,Yes,4,4,4,No,476877.9246685387
CLG0044,94,8.41,8.46,1,Yes,0,4,5,No,606935.1913430302
CLG0081,66,5.23,5.53,5,Yes,0,7,5,No,399914.87018448825
CLG0060,120,6.25,6.5,5,No,3,4,1,No,553434.5661924417
CLG0078,79,6.77,7.04,3,Yes,6,7,2,No,509119.50870873395
CLG0039,84,8.7,8.7,2,No,6,4,4,No,615311.9889165082
CLG0051,95,7.47,7.32,1,Yes,6,10,2,No,545957.0619013541
CLG0040,121,5.14,5.57,4,No,5,8,1,No,542782.7711544671
CLG0063,111,8.08,7.63,10,No,0,5,1,No,597934.4129499043
CLG0006,97,7.06,6.71,2,No,10,2,5,No,533919.2463401816
CLG0038,104,9.61,9.53,5,No,2,9,2,Yes,682122.2287076976
CLG0032,90,7.5,7.61,10,Yes,4,9,3,No,544553.7626105533
CLG0006,102,8.54,8.05,2,Yes,3,1,2,No,597132.3536662757
CLG0054,101,6.09,6.31,1,Yes,10,5,4,No,498125.7482438964
CLG0051,114,8.8,8.86,10,No,3,3,2,Yes,673672.0084276579
CLG0096,114,8.6,8.58,10,Yes,8,10,4,Yes,660243.1114219313
CLG0098,107,9.52,9.44,10,No,6,5,4,No,695247.4711289635
CLG0034,94,5.17,5.19,10,No,8,4,4,No,450965.3498763176
CLG0076,111,7.24,6.9,9,No,6,3,3,No,576205.1950931235
CLG0009,98,8.4,8.01,2,No,9,7,3,No,588087.3665873114
CLG0005,83,5.48,5.27,10,Yes,2,5,1,No,427074.93907499406
CLG0081,93,7.05,7.26,4,Yes,10,1,0,No,545222.0172500352
CLG0092,101,9.71,9.8,3,No,9,4,3,No,674328.776808948
CLG0061,113,7.18,7.16,1,No,3,1,3,No,567584.1866189238
CLG0086,97,9.93,10.0,8,No,8,3,1,No,696784.3714264848
CLG0006,81,5.28,5.34,2,Yes,0,10,1,No,431822.32537477766
CLG0050,100,8.59,8.4,8,No,2,10,1,No,624631.2612016429
CLG0032,101,7.91,7.51,1,No,10,5,2,No,566825.9506482063
CLG0019,102,7.5,7.9,6,No,3,6,4,No,605577.4098481521
CLG0058,113,9.85,9.95,4,Yes,3,1,3,Yes,735019.2481370947
CLG0048,115,5.65,5.85,3,Yes,6,10,5,Yes,524955.0178147114
CLG0017,91,9.48,9.44,1,Yes,10,9,4,Yes,669273.0788535243
CLG0060,90,8.46,8.72,10,No,3,9,0,No,592580.8254000035
CLG0010,84,6.29,6.37,1,Yes,9,1,1,No,493738.5059575027
CLG0079,110,9.51,9.06,7,No,7,7,0,No,673707.1676880091
CLG0050,121,7.15,7.54,6,Yes,0,4,5,No,608834.2780019905
CLG0038,95,9.07,8.88,3,No,2,2,5,No,646300.2398634843
CLG0085,96,6.94,6.58,2,No,9,2,5,No,509543.61419506505
CLG0040,122,9.25,8.84,10,Yes,9,6,1,No,686052.2545688449
CLG0003,107,8.18,8.4,3,No,5,6,1,No,646300.6616106037
CLG0094,106,5.71,5.91,8,No,2,5,0,No,508357.54020597343
CLG0079,82,8.25,8.45,7,Yes,7,3,4,No,586364.585445074
CLG0091,110,5.96,6.38,7,No,6,7,5,No,542224.915477434
CLG0031,86,7.06,6.91,5,No,4,3,0,No,536741.5327833924
CLG0016,82,5.85,5.91,10,No,1,7,2,No,464552.90998558037
CLG0028,94,5.11,5.23,3,No,10,2,3,No,458821.5019182846
CLG0045,91,6.06,6.54,1,No,4,8,3,No,503958.74967600754
CLG0037,96,7.68,7.49,1,No,8,2,4,No,562672.2278844895
CLG0043,78,7.41,7.87,6,No,10,2,4,No,543008.145789061
CLG0073,114,7.51,7.16,4,Yes,4,4,4,No,602729.9286486512
CLG0073,116,6.24,6.5,7,Yes,2,10,0,No,561926.0507674252
CLG0076,70,8.43,8.56,10,No,6,1,0,No,574008.9393433518
CLG0028,114,8.52,8.84,10,No,2,7,5,Yes,681159.9713966463
CLG0071,87,6.79,6.32,10,No,7,2,0,No,482222.50245991175
CLG0060,112,9.41,8.99,1,No,4,6,1,No,675166.2841617289
CLG0064,98,8.22,7.79,6,Yes,4,5,0,No,591902.3504345226
CLG0060,100,8.57,8.66,7,No,5,5,3,No,632533.0503595164
CLG0099,97,6.39,6.49,1,Yes,10,4,3,No,511699.3657263949
CLG0036,118,5.0,5.41,2,No,9,5,1,No,500169.7075919144
CLG0047,81,9.33,9.3,9,No,5,9,0,No,624078.2264188883
CLG0038,109,9.11,8.68,9,No,2,1,0,No,659863.757530798
CLG0065,116,5.62,5.33,6,No,10,2,2,No,496031.6818345295
CLG0034,110,6.87,6.38,4,No,6,7,2,No,538099.6992774736
CLG0022,134,8.31,8.59,7,No,8,9,3,Yes,705911.7554390822
CLG0094,92,8.26,8.58,5,No,0,3,4,No,605013.0188077601
CLG0084,114,9.3,9.8,3,No,3,6,5,Yes,705302.8669018174
CLG0051,98,5.7,5.61,4,No,3,5,3,No,458656.0133151349
CLG0072,118,7.15,6.67,2,No,0,9,5,Yes,574337.7755418256
CLG0045,99,5.49,5.22,6,Yes,5,9,1,No,457187.89404892945
CLG0071,94,6.95,7.04,3,No,1,10,0,No,528574.8803753407
CLG0002,119,5.08,5.54,7,Yes,10,3,2,No,510664.48666451656
CLG0058,92,9.49,9.09,4,Yes,10,10,5,Yes,653259.9447759907
CLG0094,78,7.64,7.26,8,No,5,10,3,No,526352.8967936869
CLG0012,92,9.25,9.45,1,Yes,0,2,5,No,659943.687799788
CLG0100,109,5.3,5.47,9,No,9,10,1,No,495049.07773309725
CLG0027,120,6.14,5.89,3,No,4,4,4,No,532525.6329987326
CLG0098,101,6.3,6.61,3,Yes,5,9,3,No,509788.12614641857
CLG0038,119,6.93,6.56,5,No,9,3,0,No,558812.0524286514
CLG0075,79,9.01,9.44,10,No,1,4,0,No,643023.4615516525
CLG0020,93,6.93,6.63,1,No,0,2,2,No,515602.763498445
CLG0094,95,6.02,5.6,3,Yes,6,1,1,No,467676.8254943857
CLG0043,98,5.32,5.16,4,No,0,5,4,No,473511.60465305654
CLG0032,101,5.4,5.09,2,Yes,6,4,4,No,443178.22299265803
CLG0090,110,8.8,8.83,6,No,0,10,1,No,669864.3861867734
CLG0023,93,7.22,7.41,10,No,8,2,2,No,551721.9885042172
CLG0041,102,8.63,8.62,4,No,4,6,0,No,643231.7706490519
CLG0088,99,8.41,8.57,1,No,5,5,4,No,624509.4915661237
CLG0002,86,5.68,5.54,3,No,6,1,1,No,476815.45206531766
CLG0062,98,5.71,5.24,7,No,0,10,2,No,455319.15752135735
CLG0096,97,8.78,9.25,3,No,7,3,0,No,641325.3604964142
CLG0053,97,8.61,8.93,6,No,5,4,1,No,643544.7480774646
CLG0057,100,6.89,6.46,6,Yes,1,1,2,No,512817.4022100869
CLG0048,101,5.39,5.34,1,Yes,0,8,3,No,479945.70295297244
CLG0079,93,5.06,5.2,2,Yes,0,3,1,No,435611.4277711457
CLG0006,119,6.44,6.13,10,Yes,3,5,4,No,544820.1391805995
CLG0016,82,5.05,5.13,6,No,2,3,1,No,423480.0645375392
CLG0011,89,6.15,6.18,2,Yes,10,4,0,No,486784.4976163734
CLG0046,141,7.1,6.81,2,No,5,9,1,No,626658.7119255837
CLG0073,84,5.61,5.25,4,No,9,3,5,No,427987.320277608
CLG0057,79,5.52,5.78,8,No,7,8,0,No,445350.7540093139
CLG0067,111,9.48,9.3,6,No,0,6,2,Yes,693436.4064348448
CLG0007,68,7.93,7.67,8,No,6,6,3,No,512326.6827841206
CLG0052,96,9.67,9.91,4,No,7,1,0,No,687408.4813314464
CLG0052,132,6.73,6.97,3,Yes,4,7,2,No,600746.6468149626
CLG0030,76,8.39,8.17,7,Yes,7,4,2,No,559085.0935850146
CLG0055,70,6.02,6.39,7,No,10,8,3,No,471168.908955633
CLG0022,77,8.09,8.28,2,No,0,9,4,Yes,557680.3651493073
CLG0004,113,5.65,5.5,1,Yes,1,2,4,No,501851.8075088051
CLG0005,116,5.01,4.94,8,No,3,8,1,No,479425.79821929295
CLG0022,92,9.66,9.89,3,No,0,8,4,Yes,672486.239317803
CLG0068,110,7.77,7.48,6,No,4,6,1,No,617025.8435887506
CLG0004,120,9.63,9.6,7,No,9,3,0,No,713643.4061971322
CLG0043,126,6.67,6.82,8,No,2,5,5,No,598884.9595690314
CLG0015,96,6.64,6.68,6,No,1,2,5,No,533017.9727476621
CLG0016,65,7.0,7.11,7,No,6,6,5,No,493898.4363418135
CLG0084,87,8.53,8.58,5,No,1,3,5,No,585131.5972778806
CLG0058,93,7.83,7.53,3,No,8,4,0,No,562642.8989872808
CLG0074,96,9.63,9.54,2,No,5,9,1,No,671827.7678949445
CLG0033,97,5.13,5.16,7,Yes,7,10,3,No,424956.14212193206
CLG0095,116,8.54,8.82,8,No,2,5,3,Yes,660026.6427479319
CLG0065,119,6.65,6.8,8,No,4,7,4,No,575071.2529903876
CLG0025,97,5.9,5.83,3,No,2,9,0,No,481202.89254753146
CLG0037,116,7.55,8.02,2,Yes,8,5,0,No,619113.7890337722
CLG0018,105,7.53,7.14,9,No,0,1,5,No,574211.4865845985
CLG0025,100,5.69,5.4,6,Yes,7,2,3,No,489681.73402180267
CLG0015,113,6.01,5.85,10,No,5,3,2,No,518073.0699904899
CLG0068,101,7.04,6.77,3,No,6,3,3,No,525650.554686195
CLG0035,130,7.04,7.17,5,No,1,1,3,No,605959.8673343105
CLG0068,78,6.59,6.13,1,No,6,9,2,No,466327.79029121756
CLG0042,92,5.74,5.42,2,No,0,9,4,No,453305.866563472
CLG0084,98,5.02,4.81,9,Yes,6,4,1,No,433949.85697770835
CLG0012,106,9.85,10.03,10,No,10,9,4,Yes,698656.2040959292
CLG0094,119,9.72,10.1,10,No,7,4,5,Yes,746085.3617742873
CLG0022,99,7.42,7.72,3,Yes,1,8,2,No,581248.3212451614
CLG0036,78,9.98,9.66,8,Yes,9,3,2,No,640483.9742890816
CLG0034,112,8.37,8.44,10,No,1,9,4,Yes,640385.149270954
CLG0091,111,5.34,4.87,8,No,2,4,5,No,463133.03921733564
CLG0025,70,5.59,5.4,5,No,9,8,5,No,406620.83276542206
CLG0039,99,9.58,9.89,8,No,3,2,1,No,710858.6817720551
CLG0076,76,8.15,8.11,2,No,7,7,4,No,562456.0045012627
CLG0059,90,9.22,8.87,2,No,2,2,0,No,628751.9787161682
CLG0076,86,9.49,9.43,4,No,5,5,0,No,632576.1458074116
CLG0085,112,7.24,6.94,8,No,9,9,0,No,551792.2161187341
CLG0050,101,5.24,5.13,2,No,10,5,1,No,457728.97152324347
CLG0061,80,5.94,5.93,4,Yes,7,4,1,No,458526.23526681674
CLG0033,113,5.33,5.18,8,Yes,9,8,2,Yes,466037.3657516599
CLG0007,78,5.94,6.38,3,No,1,5,3,No,487302.49520727945
CLG0019,104,7.05,7.11,8,Yes,3,9,1,No,539631.2737503601
CLG0088,87,5.59,5.93,2,No,0,9,5,No,470797.8583296946
CLG0020,94,5.83,6.09,1,Yes,10,2,3,No,504356.20558415604
CLG0005,107,7.23,7.39,6,Yes,7,10,0,No,582249.6175255161
CLG0094,107,6.7,6.7,8,Yes,0,9,0,No,547419.5817571979
CLG0007,120,7.34,6.84,9,Yes,8,8,3,Yes,578707.527645082
CLG0020,98,7.15,7.26,10,Yes,5,10,4,No,546257.5587440766
CLG0047,104,8.22,8.08,8,Yes,2,7,2,No,635295.2189159088
CLG0081,93,9.69,9.31,2,No,7,6,2,No,655022.4628043293
CLG0098,102,5.54,5.48,1,Yes,1,4,4,No,481930.12580338726
CLG0007,106,5.5,5.74,7,Yes,10,7,5,No,507211.32131423964
CLG0075,98,9.26,9.72,7,No,2,6,3,No,673638.2974465152
CLG0082,72,7.53,7.4,3,No,6,8,3,No,506523.4535478071
CLG0094,104,8.83,8.87,6,Yes,10,1,1,No,654709.8544439217
CLG0084,105,6.08,6.43,7,Yes,0,3,0,No,514936.9018439376
CLG0064,89,9.14,8.97,9,Yes,8,8,0,No,643464.4987966217
CLG0066,80,9.62,9.26,1,No,9,2,3,No,615753.9924081474
CLG0007,122,8.18,7.96,3,No,8,9,1,No,632887.2195693135
CLG0091,107,5.53,5.93,5,Yes,2,2,5,No,510346.17134190747
CLG0015,96,9.48,9.14,3,No,3,9,5,Yes,651599.7619883904
CLG0083,82,8.96,8.79,8,No,1,7,1,No,595550.1588835955
CLG0034,87,8.75,8.71,10,Yes,9,4,2,No,595434.5474835645
CLG0066,119,5.18,5.53,6,Yes,10,3,2,No,507818.45019080874
CLG0028,102,8.99,9.43,2,Yes,0,8,3,Yes,665755.554913642
CLG0066,91,5.69,5.62,1,No,10,10,5,No,460648.4915662374
CLG0011,107,6.11,6.54,10,No,7,7,2,No,540243.4675188917
CLG0070,87,7.89,7.55,5,Yes,10,10,1,No,548474.3447896485
CLG0056,122,6.32,5.98,9,No,8,1,4,No,555378.477721842
CLG0023,120,8.31,8.76,10,No,8,7,0,No,677203.4747145997
CLG0010,93,8.04,8.05,9,No,9,1,3,No,582091.2582606742
CLG0097,90,5.54,5.23,1,No,4,1,5,No,456713.2418948071
CLG0083,60,8.28,8.27,3,No,4,5,2,No,522280.2697908115
CLG0075,77,9.62,9.9,6,Yes,4,10,2,Yes,644938.6143544331
CLG0024,79,5.81,6.14,5,No,5,5,1,No,461853.46446523286
CLG0060,102,7.99,8.35,4,No,3,2,2,No,631641.5939214869
CLG0092,95,6.71,6.78,2,Yes,1,7,0,No,512069.55954102875
CLG0012,79,7.3,7.67,4,Yes,1,3,3,No,527461.9983391648
CLG0092,95,6.44,6.45,5,Yes,5,1,2,No,508393.10625564633
CLG0005,107,6.77,6.88,2,No,4,7,4,No,559494.9470563381
CLG0019,107,5.14,5.4,10,No,3,4,4,No,486492.13383340463
CLG0072,71,9.91,9.84,1,No,5,4,5,No,649088.828543549
CLG0037,98,8.12,7.69,7,No,3,3,5,No,569269.1563626796
CLG0028,79,7.5,7.35,7,Yes,9,7,3,No,512250.67146644596
CLG0044,113,6.92,7.04,8,No,3,2,4,No,561918.5131817745
CLG0043,111,7.7,7.39,10,No,5,7,4,No,583652.0537535248
CLG0069,86,6.9,6.55,6,No,10,10,5,No,498528.1496060239
CLG0072,88,6.8,6.59,1,No,3,8,2,No,504759.83299027255
CLG0088,93,7.32,6.85,8,No,8,2,4,No,527425.0720343338
CLG0020,66,6.38,6.62,2,No,6,8,2,No,457454.20281080273
CLG0099,105,5.9,5.66,3,No,5,7,0,No,496775.0329129154
CLG0006,95,7.78,7.4,8,No,2,10,1,No,569856.5354848892
CLG0069,114,9.21,9.41,4,Yes,10,8,5,Yes,701608.6975628407
CLG0074,83,5.76,6.1,5,No,3,3,2,No,462223.16423853574
CLG0092,90,5.16,4.68,9,Yes,1,6,1,No,404135.88931097096
CLG0012,77,6.23,5.96,7,Yes,2,1,2,No,436625.04579029564
CLG0015,84,9.9,10.35,10,Yes,10,7,2,No,681705.2981871063
CLG0067,82,9.14,9.03,7,No,0,4,3,No,605394.4999554127
CLG0087,114,7.98,8.42,1,No,8,4,2,Yes,655005.5209961088
CLG0063,89,9.65,9.42,1,No,9,9,4,Yes,651800.0465271501
CLG0036,101,7.23,6.95,8,No,2,7,4,No,546675.6468223622
CLG0007,94,9.92,9.63,10,No,7,8,2,Yes,657133.538132067
CLG0001,80,6.48,6.07,1,No,3,6,5,No,479063.8185747723
CLG0072,97,6.2,6.6,10,No,10,2,5,No,526552.9488373135
CLG0091,108,8.19,8.67,2,Yes,7,3,5,No,653016.1492411456
CLG0049,81,6.89,7.34,4,No,6,4,0,No,526403.4620014523
CLG0022,112,8.13,8.48,9,No,3,2,4,Yes,638429.2363616728
CLG0052,87,6.52,6.87,7,Yes,6,1,1,No,512809.21529659076
CLG0095,92,8.09,8.25,7,Yes,7,9,0,No,609979.2226984646
CLG0043,107,6.38,6.71,10,No,9,10,1,No,536670.9398391696
CLG0039,90,5.25,4.96,7,No,2,2,2,No,423754.4701072633
CLG0075,100,9.56,9.45,5,No,4,5,2,No,667169.590450528
